age_in_days,asset.host_name,asset.id,asset.ipv4_addresses,asset.name,asset.operating_systems,definition.cve,definition.description,definition.family,definition.id,definition.name,definition.solution,definition.vpr.score,definition.vulnerability_published,definition.workaround,definition.workaround_published,definition.workaround_type,first_observed,id,last_seen,port,protocol,resurfaced_date,severity,state,vuln_age,vuln_sla_date
244,remotesw01.example.net,asset-86076,10.175.64.247,REMOTESW01,Cisco IOS OS,CVE-2020-3452,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5550,Cisco ASA and FTD Software Path Traversal,Upgrade to the latest firmware version.,7.879433540882716,2025-10-25,Disable affected service if not required.,2025-07-06,Mitigation,2025-09-08,vuln-850435,2026-02-03,80,TCP,,High,ACTIVE,166,2026-03-11
340,remotesw01.example.net,asset-86076,10.205.241.14,REMOTESW01,Cisco IOS OS,CVE-2023-20269,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4926,Cisco ASA and FTD Software Remote Access VPN,Upgrade to the latest firmware version.,7.252982896214187,2025-06-25,Disable affected service if not required.,2025-08-02,Mitigation,2025-10-07,vuln-951706,2026-01-31,22,ICMP,,High,ACTIVE,61,2026-03-14
199,remotesw01.example.net,asset-86076,10.3.233.246,REMOTESW01,Cisco IOS OS,CVE-2021-34527,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7438,Cisco IOS XE Software Buffer Overflow,Upgrade to the latest firmware version.,8.22750740034873,2025-08-30,Disable affected service if not required.,2025-08-06,Mitigation,2025-12-15,vuln-962671,2026-01-30,23,UDP,,High,ACTIVE,54,2026-03-13
225,remotesw01.example.net,asset-86076,10.162.82.226,REMOTESW01,Cisco IOS OS,CVE-2023-20273,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7656,Cisco IOS XE Software Web UI Command Injection,Upgrade to the latest firmware version.,7.48931739951582,2025-08-20,Disable affected service if not required.,2025-11-27,Mitigation,2025-09-04,vuln-593975,2026-01-31,443,UDP,,High,ACTIVE,109,2026-03-12
83,remotesw01.example.net,asset-86076,10.179.67.130,REMOTESW01,Cisco IOS OS,CVE-2024-20359,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2087,Cisco ASA and FTD Software Arbitrary File Read,Upgrade to the latest firmware version.,5.851856346583892,2025-03-05,Disable affected service if not required.,2025-07-24,Mitigation,2025-09-13,vuln-828980,2026-02-05,22,ICMP,,Medium,ACTIVE,165,2026-04-26
329,remotesw01.example.net,asset-86076,10.35.1.103,REMOTESW01,Cisco IOS OS,CVE-2018-0171,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4278,Cisco IOS and IOS XE Software Smart Install,Upgrade to the latest firmware version.,9.928296273243037,2025-07-31,Disable affected service if not required.,2025-11-26,Mitigation,2025-12-10,vuln-265488,2026-02-04,8443,ICMP,,Critical,ACTIVE,167,2026-03-20
305,remotesw01.example.net,asset-86076,10.176.106.203,REMOTESW01,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6233,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,9.7514898991463,2025-10-31,Disable affected service if not required.,2025-08-27,Mitigation,2025-11-24,vuln-820861,2026-02-01,80,UDP,,Critical,ACTIVE,51,2026-05-02
189,remotesw01.example.net,asset-86076,10.47.101.225,REMOTESW01,Cisco IOS OS,CVE-2024-20353,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7182,Cisco ASA and FTD Software Web Services DoS,Upgrade to the latest firmware version.,9.04475715484231,2025-03-21,Disable affected service if not required.,2025-09-15,Mitigation,2026-01-02,vuln-124085,2026-02-01,0,ICMP,,High,ACTIVE,161,2026-04-23
237,remotesw01.example.net,asset-86076,10.51.68.180,REMOTESW01,Cisco IOS OS,CVE-2022-20968,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3764,Cisco IP Phone Buffer Overflow,Upgrade to the latest firmware version.,5.049782964594923,2025-02-25,Disable affected service if not required.,2025-06-02,Mitigation,2025-11-02,vuln-256501,2026-02-05,80,TCP,,Medium,ACTIVE,146,2026-04-30
270,remotesw01.example.net,asset-86076,10.112.198.236,REMOTESW01,Cisco IOS OS,CVE-2019-1653,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8433,Cisco Small Business Routers Information Disclosure,Upgrade to the latest firmware version.,7.827257451963499,2025-04-29,Disable affected service if not required.,2025-11-08,Mitigation,2025-11-11,vuln-848225,2026-02-04,23,UDP,,High,ACTIVE,74,2026-03-21
196,remotesw01.example.net,asset-86076,10.34.111.220,REMOTESW01,Cisco IOS OS,CVE-2021-1473,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4385,Cisco Small Business Router Management Interface,Upgrade to the latest firmware version.,4.400082786497225,2025-08-16,Disable affected service if not required.,2025-10-03,Mitigation,2025-09-22,vuln-289131,2026-02-02,23,TCP,,Low,ACTIVE,75,2026-04-21
317,remotesw01.example.net,asset-86076,10.116.233.64,REMOTESW01,Cisco IOS OS,CVE-2023-20032,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7056,Cisco IOS XE Software SNMP Denial of Service,Upgrade to the latest firmware version.,7.782903077336155,2025-02-10,Disable affected service if not required.,2025-05-18,Mitigation,2025-12-17,vuln-110821,2026-02-02,23,UDP,,High,ACTIVE,178,2026-04-12
197,remotesw01.example.net,asset-86076,10.182.109.189,REMOTESW01,Cisco IOS OS,CVE-2023-20198,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5198,Cisco IOS XE Software Web UI Privilege Escalation,Upgrade to the latest firmware version.,9.57305561822116,2025-03-28,Disable affected service if not required.,2025-12-08,Mitigation,2025-12-25,vuln-449031,2026-02-04,443,UDP,,Critical,ACTIVE,156,2026-03-08
3,remotesw01.example.net,asset-86076,10.65.130.159,REMOTESW01,Cisco IOS OS,CVE-2021-1497,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7241,Cisco HyperFlex HX Command Injection,Upgrade to the latest firmware version.,9.602507355641752,2025-06-19,Disable affected service if not required.,2025-07-02,Mitigation,2025-12-05,vuln-686741,2026-02-05,8443,TCP,,Critical,ACTIVE,67,2026-04-27
161,remotesw02.example.net,asset-76027,10.12.251.33,REMOTESW02,Cisco IOS OS,CVE-2020-3566,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9179,Cisco IOS XR Software DVMRP Memory Exhaustion,Upgrade to the latest firmware version.,7.171679559151616,2025-08-17,Disable affected service if not required.,2025-07-07,Mitigation,2025-09-19,vuln-396668,2026-02-03,8443,UDP,,Medium,ACTIVE,133,2026-04-17
85,remotesw02.example.net,asset-76027,10.81.189.126,REMOTESW02,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3478,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,9.855674708284688,2025-02-16,Disable affected service if not required.,2025-05-27,Mitigation,2025-12-25,vuln-298096,2026-02-04,22,TCP,,Critical,ACTIVE,47,2026-05-05
134,remotesw02.example.net,asset-76027,10.42.181.120,REMOTESW02,Cisco IOS OS,CVE-2021-34527,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8150,Cisco IOS XE Software Buffer Overflow,Upgrade to the latest firmware version.,7.4160240471005565,2025-04-29,Disable affected service if not required.,2025-12-18,Mitigation,2025-09-16,vuln-473838,2026-01-31,8443,UDP,,High,ACTIVE,118,2026-04-06
76,remotesw02.example.net,asset-76027,10.32.90.24,REMOTESW02,Cisco IOS OS,CVE-2024-20353,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4337,Cisco ASA and FTD Software Web Services DoS,Upgrade to the latest firmware version.,8.968173109621677,2025-10-07,Disable affected service if not required.,2025-10-13,Mitigation,2025-08-30,vuln-962529,2026-02-03,8443,ICMP,,High,ACTIVE,150,2026-04-24
270,remotesw02.example.net,asset-76027,10.197.147.47,REMOTESW02,Cisco IOS OS,CVE-2023-20273,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7822,Cisco IOS XE Software Web UI Command Injection,Upgrade to the latest firmware version.,7.620413196659353,2025-09-03,Disable affected service if not required.,2025-04-27,Mitigation,2025-12-14,vuln-444622,2026-02-05,80,ICMP,,High,ACTIVE,175,2026-04-30
192,remotesw02.example.net,asset-76027,10.152.238.244,REMOTESW02,Cisco IOS OS,CVE-2021-1473,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2737,Cisco Small Business Router Management Interface,Upgrade to the latest firmware version.,4.636977208581107,2025-10-21,Disable affected service if not required.,2025-12-24,Mitigation,2025-12-18,vuln-582589,2026-01-30,0,ICMP,,Low,ACTIVE,123,2026-04-08
305,remotesw02.example.net,asset-76027,10.169.2.85,REMOTESW02,Cisco IOS OS,CVE-2020-3452,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1718,Cisco ASA and FTD Software Path Traversal,Upgrade to the latest firmware version.,7.656172757017351,2025-05-21,Disable affected service if not required.,2025-07-25,Mitigation,2025-08-15,vuln-235602,2026-02-04,22,ICMP,,High,ACTIVE,73,2026-04-17
37,remotesw02.example.net,asset-76027,10.141.244.155,REMOTESW02,Cisco IOS OS,CVE-2021-1497,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7248,Cisco HyperFlex HX Command Injection,Upgrade to the latest firmware version.,9.392551010838588,2025-08-30,Disable affected service if not required.,2025-10-08,Mitigation,2025-11-07,vuln-908323,2026-01-30,443,TCP,,Critical,ACTIVE,6,2026-03-14
84,remotesw02.example.net,asset-76027,10.100.200.104,REMOTESW02,Cisco IOS OS,CVE-2018-0171,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5668,Cisco IOS and IOS XE Software Smart Install,Upgrade to the latest firmware version.,9.947168001179088,2025-02-07,Disable affected service if not required.,2025-10-21,Mitigation,2025-12-08,vuln-413048,2026-02-02,443,ICMP,,Critical,ACTIVE,80,2026-03-11
184,remotesw02.example.net,asset-76027,10.171.25.214,REMOTESW02,Cisco IOS OS,CVE-2023-20032,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7020,Cisco IOS XE Software SNMP Denial of Service,Upgrade to the latest firmware version.,7.712653225659365,2025-05-02,Disable affected service if not required.,2025-05-24,Mitigation,2025-09-30,vuln-599583,2026-02-03,8443,ICMP,,High,ACTIVE,109,2026-05-02
149,remotesw03.example.net,asset-65382,10.120.112.21,REMOTESW03,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8825,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,9.60039325467204,2025-11-03,Disable affected service if not required.,2025-08-07,Mitigation,2025-11-05,vuln-648501,2026-02-02,80,ICMP,,Critical,ACTIVE,13,2026-04-02
24,remotesw03.example.net,asset-65382,10.132.28.131,REMOTESW03,Cisco IOS OS,CVE-2019-1653,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7961,Cisco Small Business Routers Information Disclosure,Upgrade to the latest firmware version.,7.413019404519233,2025-05-15,Disable affected service if not required.,2025-08-31,Mitigation,2025-10-09,vuln-367240,2026-02-01,22,ICMP,,High,ACTIVE,5,2026-04-30
92,remotesw03.example.net,asset-65382,10.202.47.216,REMOTESW03,Cisco IOS OS,CVE-2024-20353,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7438,Cisco ASA and FTD Software Web Services DoS,Upgrade to the latest firmware version.,8.14525871636935,2025-06-08,Disable affected service if not required.,2025-08-08,Mitigation,2025-10-19,vuln-715732,2026-01-31,443,ICMP,,High,ACTIVE,116,2026-03-29
175,remotesw03.example.net,asset-65382,10.248.236.224,REMOTESW03,Cisco IOS OS,CVE-2021-1497,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4066,Cisco HyperFlex HX Command Injection,Upgrade to the latest firmware version.,9.511068370827195,2025-11-28,Disable affected service if not required.,2025-08-28,Mitigation,2025-12-11,vuln-554871,2026-02-01,22,TCP,,Critical,ACTIVE,102,2026-04-30
88,remotesw03.example.net,asset-65382,10.168.123.118,REMOTESW03,Cisco IOS OS,CVE-2018-0171,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7637,Cisco IOS and IOS XE Software Smart Install,Upgrade to the latest firmware version.,10.168780520988383,2025-03-05,Disable affected service if not required.,2025-05-03,Mitigation,2025-10-22,vuln-748543,2026-01-30,8443,UDP,,Critical,ACTIVE,177,2026-03-25
155,remotesw03.example.net,asset-65382,10.23.33.35,REMOTESW03,Cisco IOS OS,CVE-2023-20032,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1227,Cisco IOS XE Software SNMP Denial of Service,Upgrade to the latest firmware version.,7.390802083253209,2025-12-30,Disable affected service if not required.,2025-10-03,Mitigation,2026-01-01,vuln-319393,2026-02-02,0,TCP,,High,ACTIVE,167,2026-04-22
321,remotesw03.example.net,asset-65382,10.220.203.138,REMOTESW03,Cisco IOS OS,CVE-2023-20273,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4127,Cisco IOS XE Software Web UI Command Injection,Upgrade to the latest firmware version.,6.786093547202035,2025-05-15,Disable affected service if not required.,2025-10-24,Mitigation,2025-09-08,vuln-542372,2026-02-05,22,TCP,,High,ACTIVE,40,2026-03-21
249,remotesw03.example.net,asset-65382,10.121.6.221,REMOTESW03,Cisco IOS OS,CVE-2023-20198,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8364,Cisco IOS XE Software Web UI Privilege Escalation,Upgrade to the latest firmware version.,10.085226269383949,2025-09-26,Disable affected service if not required.,2025-08-10,Mitigation,2025-08-15,vuln-969742,2026-01-30,443,TCP,,Critical,ACTIVE,86,2026-05-07
323,remotesw03.example.net,asset-65382,10.217.183.111,REMOTESW03,Cisco IOS OS,CVE-2023-20269,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7810,Cisco ASA and FTD Software Remote Access VPN,Upgrade to the latest firmware version.,7.84861626100319,2025-03-17,Disable affected service if not required.,2025-08-12,Mitigation,2025-12-29,vuln-611177,2026-02-02,443,ICMP,,High,ACTIVE,152,2026-03-22
119,remotesw03.example.net,asset-65382,10.183.16.136,REMOTESW03,Cisco IOS OS,CVE-2022-20968,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1311,Cisco IP Phone Buffer Overflow,Upgrade to the latest firmware version.,5.4220045475393785,2025-07-30,Disable affected service if not required.,2025-12-06,Mitigation,2025-10-31,vuln-779792,2026-02-02,443,TCP,,Medium,ACTIVE,127,2026-03-29
230,remotesw03.example.net,asset-65382,10.179.112.6,REMOTESW03,Cisco IOS OS,CVE-2024-20359,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3643,Cisco ASA and FTD Software Arbitrary File Read,Upgrade to the latest firmware version.,5.788010781453618,2025-10-01,Disable affected service if not required.,2025-05-12,Mitigation,2025-10-11,vuln-559392,2026-02-04,8443,TCP,,Medium,ACTIVE,151,2026-03-10
309,remotesw03.example.net,asset-65382,10.219.216.184,REMOTESW03,Cisco IOS OS,CVE-2020-3452,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8675,Cisco ASA and FTD Software Path Traversal,Upgrade to the latest firmware version.,7.131158567094604,2025-08-10,Disable affected service if not required.,2025-06-22,Mitigation,2025-09-23,vuln-973548,2026-01-31,0,ICMP,,High,ACTIVE,93,2026-03-18
83,remotesw03.example.net,asset-65382,10.160.54.73,REMOTESW03,Cisco IOS OS,CVE-2020-3566,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2412,Cisco IOS XR Software DVMRP Memory Exhaustion,Upgrade to the latest firmware version.,6.9670564523554575,2025-11-02,Disable affected service if not required.,2025-10-11,Mitigation,2025-11-17,vuln-263907,2026-02-01,443,TCP,,Medium,ACTIVE,107,2026-03-08
156,remotesw03.example.net,asset-65382,10.61.54.143,REMOTESW03,Cisco IOS OS,CVE-2021-34527,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1770,Cisco IOS XE Software Buffer Overflow,Upgrade to the latest firmware version.,8.299261222914835,2025-07-08,Disable affected service if not required.,2025-08-27,Mitigation,2025-10-08,vuln-809810,2026-02-04,23,ICMP,,High,ACTIVE,9,2026-03-17
173,remotesw03.example.net,asset-65382,10.111.30.159,REMOTESW03,Cisco IOS OS,CVE-2021-1473,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4714,Cisco Small Business Router Management Interface,Upgrade to the latest firmware version.,3.9206880328206823,2025-09-15,Disable affected service if not required.,2025-05-03,Mitigation,2025-11-02,vuln-456855,2026-01-30,80,TCP,,Low,ACTIVE,143,2026-04-20
86,mainswan01.example.net,asset-29815,10.162.31.223,MAINSWAN01,Cisco IOS OS,CVE-2021-1473,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4365,Cisco Small Business Router Management Interface,Upgrade to the latest firmware version.,4.710985770535755,2025-10-19,Disable affected service if not required.,2025-08-11,Mitigation,2025-09-16,vuln-898977,2026-02-01,443,ICMP,,Low,ACTIVE,26,2026-04-28
172,mainswan01.example.net,asset-29815,10.210.36.32,MAINSWAN01,Cisco IOS OS,CVE-2020-3452,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4307,Cisco ASA and FTD Software Path Traversal,Upgrade to the latest firmware version.,7.439108460915362,2025-06-09,Disable affected service if not required.,2026-01-04,Mitigation,2025-11-06,vuln-975365,2026-01-30,443,UDP,,High,ACTIVE,74,2026-04-05
44,mainswan01.example.net,asset-29815,10.69.96.184,MAINSWAN01,Cisco IOS OS,CVE-2019-1653,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7799,Cisco Small Business Routers Information Disclosure,Upgrade to the latest firmware version.,7.360643406431678,2025-09-04,Disable affected service if not required.,2025-10-22,Mitigation,2025-08-25,vuln-542207,2026-01-30,23,TCP,,High,ACTIVE,110,2026-04-11
235,mainswan01.example.net,asset-29815,10.244.219.133,MAINSWAN01,Cisco IOS OS,CVE-2018-0171,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6927,Cisco IOS and IOS XE Software Smart Install,Upgrade to the latest firmware version.,10.243740256352448,2025-05-26,Disable affected service if not required.,2025-10-25,Mitigation,2026-01-05,vuln-852485,2026-01-30,8443,TCP,,Critical,ACTIVE,22,2026-04-16
206,mainswan01.example.net,asset-29815,10.252.198.43,MAINSWAN01,Cisco IOS OS,CVE-2023-20273,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8111,Cisco IOS XE Software Web UI Command Injection,Upgrade to the latest firmware version.,6.761468328485387,2025-12-20,Disable affected service if not required.,2025-10-22,Mitigation,2025-08-13,vuln-160617,2026-01-31,0,ICMP,,High,ACTIVE,134,2026-04-19
206,mainswan01.example.net,asset-29815,10.227.175.180,MAINSWAN01,Cisco IOS OS,CVE-2023-20198,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5986,Cisco IOS XE Software Web UI Privilege Escalation,Upgrade to the latest firmware version.,10.22155104385836,2025-07-31,Disable affected service if not required.,2025-07-15,Mitigation,2026-01-05,vuln-967176,2026-02-03,8443,ICMP,,Critical,ACTIVE,38,2026-03-24
229,mainswan01.example.net,asset-29815,10.165.53.228,MAINSWAN01,Cisco IOS OS,CVE-2021-34527,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9919,Cisco IOS XE Software Buffer Overflow,Upgrade to the latest firmware version.,7.9243596806253604,2025-02-25,Disable affected service if not required.,2025-05-26,Mitigation,2025-10-11,vuln-951266,2026-01-30,0,UDP,,High,ACTIVE,51,2026-03-12
44,mainswan01.example.net,asset-29815,10.10.138.86,MAINSWAN01,Cisco IOS OS,CVE-2020-3566,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7389,Cisco IOS XR Software DVMRP Memory Exhaustion,Upgrade to the latest firmware version.,7.025098682335619,2025-11-04,Disable affected service if not required.,2025-04-16,Mitigation,2025-08-22,vuln-397719,2026-02-04,22,ICMP,,Medium,ACTIVE,142,2026-04-18
326,mainswan01.example.net,asset-29815,10.41.6.8,MAINSWAN01,Cisco IOS OS,CVE-2021-1497,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9846,Cisco HyperFlex HX Command Injection,Upgrade to the latest firmware version.,9.892503601749913,2025-09-06,Disable affected service if not required.,2025-08-05,Mitigation,2025-09-21,vuln-629818,2026-02-05,0,TCP,,Critical,ACTIVE,96,2026-04-21
64,mainswan01.example.net,asset-29815,10.13.194.167,MAINSWAN01,Cisco IOS OS,CVE-2022-20968,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3043,Cisco IP Phone Buffer Overflow,Upgrade to the latest firmware version.,5.448736885919877,2025-03-20,Disable affected service if not required.,2026-01-05,Mitigation,2025-09-13,vuln-455446,2026-02-04,0,ICMP,,Medium,ACTIVE,145,2026-03-23
180,mainswan01.example.net,asset-29815,10.77.73.171,MAINSWAN01,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3293,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,10.01435097886373,2025-04-16,Disable affected service if not required.,2025-09-03,Mitigation,2025-12-12,vuln-443772,2026-02-01,8443,TCP,,Critical,ACTIVE,93,2026-04-08
76,mainswan01.example.net,asset-29815,10.183.109.213,MAINSWAN01,Cisco IOS OS,CVE-2023-20269,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7751,Cisco ASA and FTD Software Remote Access VPN,Upgrade to the latest firmware version.,7.081947163434688,2025-12-07,Disable affected service if not required.,2025-06-04,Mitigation,2025-12-05,vuln-599387,2026-02-04,443,TCP,,High,ACTIVE,95,2026-03-25
302,mainswan01.example.net,asset-29815,10.144.133.200,MAINSWAN01,Cisco IOS OS,CVE-2024-20353,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7468,Cisco ASA and FTD Software Web Services DoS,Upgrade to the latest firmware version.,8.972014792738063,2025-03-14,Disable affected service if not required.,2025-04-27,Mitigation,2025-09-21,vuln-561457,2026-01-31,443,ICMP,,High,ACTIVE,107,2026-03-16
74,mainswan01.example.net,asset-29815,10.130.33.125,MAINSWAN01,Cisco IOS OS,CVE-2024-20359,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8499,Cisco ASA and FTD Software Arbitrary File Read,Upgrade to the latest firmware version.,5.6293851879837495,2025-04-20,Disable affected service if not required.,2025-04-12,Mitigation,2025-12-08,vuln-828205,2026-02-04,443,UDP,,Medium,ACTIVE,9,2026-03-21
191,mainswan02.example.net,asset-30557,10.79.254.96,MAINSWAN02,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5968,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,9.59398129497413,2025-12-24,Disable affected service if not required.,2025-10-26,Mitigation,2025-12-02,vuln-921866,2026-02-01,443,TCP,,Critical,ACTIVE,79,2026-03-12
111,mainswan02.example.net,asset-30557,10.47.210.190,MAINSWAN02,Cisco IOS OS,CVE-2023-20273,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9008,Cisco IOS XE Software Web UI Command Injection,Upgrade to the latest firmware version.,6.70208575369662,2025-04-02,Disable affected service if not required.,2025-07-13,Mitigation,2025-12-21,vuln-146852,2026-02-02,443,ICMP,,High,ACTIVE,80,2026-04-01
173,mainswan02.example.net,asset-30557,10.201.97.122,MAINSWAN02,Cisco IOS OS,CVE-2019-1653,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3175,Cisco Small Business Routers Information Disclosure,Upgrade to the latest firmware version.,7.761951231498437,2025-04-24,Disable affected service if not required.,2025-05-17,Mitigation,2025-09-14,vuln-799631,2026-02-02,23,ICMP,,High,ACTIVE,84,2026-05-02
199,mainswan02.example.net,asset-30557,10.60.231.102,MAINSWAN02,Cisco IOS OS,CVE-2021-1497,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6554,Cisco HyperFlex HX Command Injection,Upgrade to the latest firmware version.,9.840994450791328,2025-05-26,Disable affected service if not required.,2025-08-18,Mitigation,2025-12-16,vuln-273659,2026-01-31,22,ICMP,,Critical,ACTIVE,162,2026-03-18
288,mainswan02.example.net,asset-30557,10.166.32.165,MAINSWAN02,Cisco IOS OS,CVE-2021-1473,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2395,Cisco Small Business Router Management Interface,Upgrade to the latest firmware version.,3.9924267333385965,2025-02-25,Disable affected service if not required.,2025-12-11,Mitigation,2025-08-15,vuln-647098,2026-02-04,443,ICMP,,Low,ACTIVE,5,2026-04-30
10,mainswan02.example.net,asset-30557,10.71.202.53,MAINSWAN02,Cisco IOS OS,CVE-2018-0171,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5018,Cisco IOS and IOS XE Software Smart Install,Upgrade to the latest firmware version.,10.12969055105461,2025-03-17,Disable affected service if not required.,2025-05-25,Mitigation,2025-12-17,vuln-946118,2026-02-01,8443,UDP,,Critical,ACTIVE,103,2026-03-31
252,mainswan02.example.net,asset-30557,10.221.240.6,MAINSWAN02,Cisco IOS OS,CVE-2020-3566,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6569,Cisco IOS XR Software DVMRP Memory Exhaustion,Upgrade to the latest firmware version.,6.737017419789046,2025-06-09,Disable affected service if not required.,2025-12-26,Mitigation,2025-08-25,vuln-432799,2026-02-02,80,TCP,,Medium,ACTIVE,30,2026-05-01
147,mainswan02.example.net,asset-30557,10.37.47.66,MAINSWAN02,Cisco IOS OS,CVE-2023-20269,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2468,Cisco ASA and FTD Software Remote Access VPN,Upgrade to the latest firmware version.,7.154227370819406,2025-06-13,Disable affected service if not required.,2025-10-13,Mitigation,2025-12-23,vuln-744324,2026-02-03,23,TCP,,High,ACTIVE,15,2026-04-18
51,mainswan02.example.net,asset-30557,10.82.37.106,MAINSWAN02,Cisco IOS OS,CVE-2023-20198,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6311,Cisco IOS XE Software Web UI Privilege Escalation,Upgrade to the latest firmware version.,9.757934289988228,2025-11-07,Disable affected service if not required.,2025-12-12,Mitigation,2025-11-17,vuln-351262,2026-01-30,8443,ICMP,,Critical,ACTIVE,61,2026-04-06
59,mainswan02.example.net,asset-30557,10.69.16.82,MAINSWAN02,Cisco IOS OS,CVE-2021-34527,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8615,Cisco IOS XE Software Buffer Overflow,Upgrade to the latest firmware version.,7.853121085517678,2025-12-05,Disable affected service if not required.,2025-05-05,Mitigation,2025-12-31,vuln-527288,2026-01-31,23,TCP,,High,ACTIVE,69,2026-04-02
127,mainswan02.example.net,asset-30557,10.196.143.167,MAINSWAN02,Cisco IOS OS,CVE-2022-20968,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3057,Cisco IP Phone Buffer Overflow,Upgrade to the latest firmware version.,5.304612841965598,2025-06-13,Disable affected service if not required.,2025-05-24,Mitigation,2025-12-17,vuln-987386,2026-01-31,8443,TCP,,Medium,ACTIVE,37,2026-04-14
22,mainswan03.example.net,asset-80836,10.1.209.119,MAINSWAN03,Cisco IOS OS,CVE-2022-20968,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5739,Cisco IP Phone Buffer Overflow,Upgrade to the latest firmware version.,5.653058849067105,2025-10-14,Disable affected service if not required.,2026-01-07,Mitigation,2025-12-23,vuln-605608,2026-02-03,8443,UDP,,Medium,ACTIVE,175,2026-04-13
324,mainswan03.example.net,asset-80836,10.55.150.216,MAINSWAN03,Cisco IOS OS,CVE-2024-20359,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9361,Cisco ASA and FTD Software Arbitrary File Read,Upgrade to the latest firmware version.,5.781311288814878,2025-10-17,Disable affected service if not required.,2025-12-03,Mitigation,2025-10-23,vuln-194073,2026-02-02,0,TCP,,Medium,ACTIVE,36,2026-03-22
