age_in_days,asset.host_name,asset.id,asset.ipv4_addresses,asset.name,asset.operating_systems,definition.cve,definition.description,definition.family,definition.id,definition.name,definition.solution,definition.vpr.score,definition.vulnerability_published,definition.workaround,definition.workaround_published,definition.workaround_type,first_observed,id,last_seen,port,protocol,resurfaced_date,severity,state,vuln_age,vuln_sla_date
36,abortr02.example.net,asset-67963,10.71.198.203,ABORTR02,Cisco IOS OS,CVE-2023-20273,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7798,Cisco IOS XE Software Web UI Command Injection,Upgrade to the latest firmware version.,7.039875243114295,2025-04-23,Disable affected service if not required.,2025-08-24,Mitigation,2026-01-07,vuln-396578,2026-01-31,80,ICMP,,High,ACTIVE,149,2026-03-26
77,abortr02.example.net,asset-67963,10.115.138.124,ABORTR02,Cisco IOS OS,CVE-2023-20032,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6654,Cisco IOS XE Software SNMP Denial of Service,Upgrade to the latest firmware version.,7.53243995571075,2025-04-04,Disable affected service if not required.,2025-06-28,Mitigation,2025-09-13,vuln-437408,2026-01-30,23,ICMP,,High,ACTIVE,62,2026-04-01
198,hqfw01.example.net,asset-60196,10.254.170.203,HQFW01,Cisco IOS OS,CVE-2021-1473,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3492,Cisco Small Business Router Management Interface,Upgrade to the latest firmware version.,4.295328649616423,2025-12-20,Disable affected service if not required.,2025-11-04,Mitigation,2025-09-01,vuln-718849,2026-02-03,22,UDP,,Low,ACTIVE,26,2026-04-04
8,hqfw01.example.net,asset-60196,10.185.37.105,HQFW01,Cisco IOS OS,CVE-2022-20968,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3529,Cisco IP Phone Buffer Overflow,Upgrade to the latest firmware version.,5.074828248243708,2025-08-25,Disable affected service if not required.,2025-07-18,Mitigation,2025-09-28,vuln-781403,2026-02-05,80,ICMP,,Medium,ACTIVE,137,2026-04-13
321,hqfw01.example.net,asset-60196,10.184.228.195,HQFW01,Cisco IOS OS,CVE-2021-1497,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8994,Cisco HyperFlex HX Command Injection,Upgrade to the latest firmware version.,10.172383017398538,2025-12-20,Disable affected service if not required.,2025-12-03,Mitigation,2025-11-08,vuln-761820,2026-01-31,80,TCP,,Critical,ACTIVE,24,2026-04-10
325,hqfw01.example.net,asset-60196,10.181.224.26,HQFW01,Cisco IOS OS,CVE-2023-20198,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8269,Cisco IOS XE Software Web UI Privilege Escalation,Upgrade to the latest firmware version.,9.666364786729226,2025-08-07,Disable affected service if not required.,2025-12-24,Mitigation,2025-12-27,vuln-440131,2026-01-30,22,UDP,,Critical,ACTIVE,92,2026-04-14
75,hqfw01.example.net,asset-60196,10.63.136.106,HQFW01,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3950,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,9.469983649068098,2025-11-28,Disable affected service if not required.,2025-06-26,Mitigation,2025-11-07,vuln-621841,2026-02-01,23,TCP,,Critical,ACTIVE,119,2026-03-28
236,hqfw01.example.net,asset-60196,10.66.171.3,HQFW01,Cisco IOS OS,CVE-2021-34527,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8622,Cisco IOS XE Software Buffer Overflow,Upgrade to the latest firmware version.,8.201209423598883,2025-04-03,Disable affected service if not required.,2025-10-19,Mitigation,2025-12-20,vuln-563187,2026-02-03,8443,UDP,,High,ACTIVE,164,2026-04-10
359,hqfw02.example.net,asset-42780,10.76.6.251,HQFW02,Cisco IOS OS,CVE-2021-1473,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7484,Cisco Small Business Router Management Interface,Upgrade to the latest firmware version.,4.074480380178228,2025-03-24,Disable affected service if not required.,2025-12-13,Mitigation,2025-09-02,vuln-973294,2026-02-03,23,ICMP,,Low,ACTIVE,91,2026-04-23
318,hqfw02.example.net,asset-42780,10.65.174.194,HQFW02,Cisco IOS OS,CVE-2023-20269,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3240,Cisco ASA and FTD Software Remote Access VPN,Upgrade to the latest firmware version.,7.628248103686898,2025-02-20,Disable affected service if not required.,2025-12-18,Mitigation,2025-10-20,vuln-926918,2026-02-02,22,ICMP,,High,ACTIVE,94,2026-03-22
47,hqfw02.example.net,asset-42780,10.233.76.84,HQFW02,Cisco IOS OS,CVE-2024-20359,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7807,Cisco ASA and FTD Software Arbitrary File Read,Upgrade to the latest firmware version.,5.675640070444307,2025-11-01,Disable affected service if not required.,2025-07-04,Mitigation,2025-08-25,vuln-626169,2026-02-03,23,UDP,,Medium,ACTIVE,124,2026-03-17
174,hqfw02.example.net,asset-42780,10.206.30.120,HQFW02,Cisco IOS OS,CVE-2021-1497,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2233,Cisco HyperFlex HX Command Injection,Upgrade to the latest firmware version.,9.440757015005884,2025-09-14,Disable affected service if not required.,2025-06-18,Mitigation,2025-08-18,vuln-483542,2026-02-05,443,TCP,,Critical,ACTIVE,68,2026-04-03
233,hqfw02.example.net,asset-42780,10.95.173.192,HQFW02,Cisco IOS OS,CVE-2021-34527,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5295,Cisco IOS XE Software Buffer Overflow,Upgrade to the latest firmware version.,7.884560091652165,2025-02-15,Disable affected service if not required.,2025-07-01,Mitigation,2025-12-11,vuln-807617,2026-02-04,443,TCP,,High,ACTIVE,159,2026-03-12
313,hqfw02.example.net,asset-42780,10.57.166.17,HQFW02,Cisco IOS OS,CVE-2023-20273,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8606,Cisco IOS XE Software Web UI Command Injection,Upgrade to the latest firmware version.,7.609387638427892,2025-08-06,Disable affected service if not required.,2025-06-12,Mitigation,2025-12-09,vuln-246566,2026-02-05,22,UDP,,High,ACTIVE,127,2026-04-30
121,hqfw02.example.net,asset-42780,10.228.138.35,HQFW02,Cisco IOS OS,CVE-2022-20968,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7367,Cisco IP Phone Buffer Overflow,Upgrade to the latest firmware version.,5.4536437568888925,2025-04-06,Disable affected service if not required.,2025-06-07,Mitigation,2025-08-10,vuln-878325,2026-01-31,23,UDP,,Medium,ACTIVE,168,2026-05-01
316,hqfw02.example.net,asset-42780,10.105.241.244,HQFW02,Cisco IOS OS,CVE-2023-20032,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5583,Cisco IOS XE Software SNMP Denial of Service,Upgrade to the latest firmware version.,7.232716286855047,2025-07-02,Disable affected service if not required.,2025-09-18,Mitigation,2025-09-16,vuln-566297,2026-02-04,80,TCP,,High,ACTIVE,176,2026-04-14
32,hqfw02.example.net,asset-42780,10.102.71.49,HQFW02,Cisco IOS OS,CVE-2020-3566,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3001,Cisco IOS XR Software DVMRP Memory Exhaustion,Upgrade to the latest firmware version.,7.2490107882621375,2025-05-20,Disable affected service if not required.,2025-11-22,Mitigation,2025-11-14,vuln-772875,2026-01-31,8443,TCP,,Medium,ACTIVE,13,2026-03-18
125,hqfw02.example.net,asset-42780,10.254.33.202,HQFW02,Cisco IOS OS,CVE-2024-20353,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4362,Cisco ASA and FTD Software Web Services DoS,Upgrade to the latest firmware version.,8.168610152824355,2025-03-30,Disable affected service if not required.,2025-09-23,Mitigation,2025-08-10,vuln-326441,2026-01-30,23,UDP,,High,ACTIVE,38,2026-03-18
277,branchfw01.example.net,asset-88116,10.65.205.45,BRANCHFW01,Cisco IOS OS,CVE-2023-20269,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2801,Cisco ASA and FTD Software Remote Access VPN,Upgrade to the latest firmware version.,7.661057642597317,2025-12-25,Disable affected service if not required.,2025-11-01,Mitigation,2026-01-04,vuln-475644,2026-01-30,23,ICMP,,High,ACTIVE,83,2026-05-06
136,branchfw01.example.net,asset-88116,10.14.33.190,BRANCHFW01,Cisco IOS OS,CVE-2021-1473,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7897,Cisco Small Business Router Management Interface,Upgrade to the latest firmware version.,4.326085526597867,2025-12-06,Disable affected service if not required.,2025-05-09,Mitigation,2025-09-15,vuln-915809,2026-02-03,8443,ICMP,,Low,ACTIVE,28,2026-04-09
315,branchfw01.example.net,asset-88116,10.12.187.201,BRANCHFW01,Cisco IOS OS,CVE-2024-20353,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9543,Cisco ASA and FTD Software Web Services DoS,Upgrade to the latest firmware version.,8.40163032902809,2025-02-12,Disable affected service if not required.,2025-12-23,Mitigation,2025-12-23,vuln-602248,2026-01-30,443,UDP,,High,ACTIVE,176,2026-05-01
259,branchfw02.example.net,asset-74260,10.155.111.26,BRANCHFW02,Cisco IOS OS,CVE-2020-3566,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2874,Cisco IOS XR Software DVMRP Memory Exhaustion,Upgrade to the latest firmware version.,7.152792737295575,2025-02-08,Disable affected service if not required.,2025-09-19,Mitigation,2025-09-19,vuln-573489,2026-02-04,443,UDP,,Medium,ACTIVE,117,2026-04-12
49,branchfw02.example.net,asset-74260,10.81.110.81,BRANCHFW02,Cisco IOS OS,CVE-2021-34527,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5176,Cisco IOS XE Software Buffer Overflow,Upgrade to the latest firmware version.,7.674301023435537,2025-10-21,Disable affected service if not required.,2025-05-10,Mitigation,2025-12-21,vuln-195656,2026-01-30,22,TCP,,High,ACTIVE,111,2026-05-01
67,branchfw02.example.net,asset-74260,10.143.16.151,BRANCHFW02,Cisco IOS OS,CVE-2023-20273,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6400,Cisco IOS XE Software Web UI Command Injection,Upgrade to the latest firmware version.,7.370013264732296,2025-06-11,Disable affected service if not required.,2025-07-10,Mitigation,2025-09-21,vuln-856086,2026-02-05,80,ICMP,,High,ACTIVE,80,2026-04-15
296,branchfw02.example.net,asset-74260,10.130.55.40,BRANCHFW02,Cisco IOS OS,CVE-2022-20968,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8900,Cisco IP Phone Buffer Overflow,Upgrade to the latest firmware version.,5.224244869107565,2025-11-13,Disable affected service if not required.,2025-07-12,Mitigation,2025-08-18,vuln-485415,2026-02-05,80,ICMP,,Medium,ACTIVE,58,2026-03-17
288,branchfw02.example.net,asset-74260,10.250.197.210,BRANCHFW02,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1430,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,9.908994915553066,2025-08-24,Disable affected service if not required.,2025-12-24,Mitigation,2025-11-22,vuln-386544,2026-01-31,80,UDP,,Critical,ACTIVE,90,2026-05-07
74,branchfw02.example.net,asset-74260,10.145.169.103,BRANCHFW02,Cisco IOS OS,CVE-2019-1653,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2140,Cisco Small Business Routers Information Disclosure,Upgrade to the latest firmware version.,7.141874654151269,2025-02-17,Disable affected service if not required.,2025-12-23,Mitigation,2025-12-15,vuln-882354,2026-02-01,23,UDP,,High,ACTIVE,108,2026-04-08
81,branchfw02.example.net,asset-74260,10.95.80.185,BRANCHFW02,Cisco IOS OS,CVE-2024-20353,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6314,Cisco ASA and FTD Software Web Services DoS,Upgrade to the latest firmware version.,8.87683561996674,2025-03-23,Disable affected service if not required.,2025-11-25,Mitigation,2025-12-25,vuln-263137,2026-02-04,8443,TCP,,High,ACTIVE,173,2026-05-02
227,branchfw02.example.net,asset-74260,10.170.109.125,BRANCHFW02,Cisco IOS OS,CVE-2023-20032,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8242,Cisco IOS XE Software SNMP Denial of Service,Upgrade to the latest firmware version.,7.614183737882724,2025-09-19,Disable affected service if not required.,2025-04-20,Mitigation,2025-12-09,vuln-461939,2026-02-02,22,UDP,,High,ACTIVE,174,2026-03-25
270,branchfw02.example.net,asset-74260,10.171.79.12,BRANCHFW02,Cisco IOS OS,CVE-2021-1473,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4612,Cisco Small Business Router Management Interface,Upgrade to the latest firmware version.,4.195263396087629,2025-03-07,Disable affected service if not required.,2025-12-10,Mitigation,2026-01-06,vuln-314353,2026-02-03,23,TCP,,Low,ACTIVE,66,2026-04-19
62,branchfw02.example.net,asset-74260,10.2.128.192,BRANCHFW02,Cisco IOS OS,CVE-2020-3452,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8055,Cisco ASA and FTD Software Path Traversal,Upgrade to the latest firmware version.,7.175694801875842,2025-06-27,Disable affected service if not required.,2025-09-12,Mitigation,2025-09-01,vuln-685864,2026-01-30,0,UDP,,High,ACTIVE,19,2026-04-12
224,branchfw02.example.net,asset-74260,10.5.118.236,BRANCHFW02,Cisco IOS OS,CVE-2023-20269,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2275,Cisco ASA and FTD Software Remote Access VPN,Upgrade to the latest firmware version.,7.8621100136120665,2025-03-19,Disable affected service if not required.,2025-06-02,Mitigation,2025-08-14,vuln-524068,2026-01-31,0,UDP,,High,ACTIVE,75,2026-04-30
11,branchfw02.example.net,asset-74260,10.248.84.44,BRANCHFW02,Cisco IOS OS,CVE-2018-0171,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8538,Cisco IOS and IOS XE Software Smart Install,Upgrade to the latest firmware version.,10.132025913071708,2025-07-06,Disable affected service if not required.,2025-11-23,Mitigation,2025-09-18,vuln-985506,2026-02-05,23,UDP,,Critical,ACTIVE,151,2026-04-12
203,branchfw02.example.net,asset-74260,10.223.80.191,BRANCHFW02,Cisco IOS OS,CVE-2021-1497,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6562,Cisco HyperFlex HX Command Injection,Upgrade to the latest firmware version.,9.521572058894252,2025-10-13,Disable affected service if not required.,2025-11-29,Mitigation,2025-08-30,vuln-763984,2026-02-05,8443,ICMP,,Critical,ACTIVE,50,2026-03-11
180,branchfw02.example.net,asset-74260,10.187.246.210,BRANCHFW02,Cisco IOS OS,CVE-2024-20359,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3419,Cisco ASA and FTD Software Arbitrary File Read,Upgrade to the latest firmware version.,5.736268848946724,2025-10-25,Disable affected service if not required.,2025-08-29,Mitigation,2025-11-18,vuln-281926,2026-02-01,23,ICMP,,Medium,ACTIVE,20,2026-04-26
241,hqasa01.example.net,asset-92306,10.114.162.78,HQASA01,Cisco IOS OS,CVE-2021-34527,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5500,Cisco IOS XE Software Buffer Overflow,Upgrade to the latest firmware version.,7.891419756831021,2025-07-11,Disable affected service if not required.,2025-04-23,Mitigation,2025-12-20,vuln-425486,2026-02-02,443,TCP,,High,ACTIVE,15,2026-04-14
40,hqasa01.example.net,asset-92306,10.166.222.251,HQASA01,Cisco IOS OS,CVE-2022-20968,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2479,Cisco IP Phone Buffer Overflow,Upgrade to the latest firmware version.,5.615008388415574,2025-04-23,Disable affected service if not required.,2025-06-25,Mitigation,2025-09-11,vuln-708519,2026-02-01,0,TCP,,Medium,ACTIVE,116,2026-03-10
165,hqasa01.example.net,asset-92306,10.155.122.129,HQASA01,Cisco IOS OS,CVE-2019-1653,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3471,Cisco Small Business Routers Information Disclosure,Upgrade to the latest firmware version.,7.957722358866585,2025-05-22,Disable affected service if not required.,2025-11-16,Mitigation,2025-10-12,vuln-849014,2026-02-05,8443,ICMP,,High,ACTIVE,45,2026-05-05
363,hqasa01.example.net,asset-92306,10.113.254.113,HQASA01,Cisco IOS OS,CVE-2021-1473,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9586,Cisco Small Business Router Management Interface,Upgrade to the latest firmware version.,4.322748035265546,2025-10-18,Disable affected service if not required.,2025-07-05,Mitigation,2025-10-04,vuln-396635,2026-02-02,443,UDP,,Low,ACTIVE,174,2026-03-30
324,hqasa01.example.net,asset-92306,10.166.86.17,HQASA01,Cisco IOS OS,CVE-2020-3566,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6401,Cisco IOS XR Software DVMRP Memory Exhaustion,Upgrade to the latest firmware version.,6.3945059475150945,2025-06-24,Disable affected service if not required.,2025-08-15,Mitigation,2025-11-04,vuln-858889,2026-01-30,0,ICMP,,Medium,ACTIVE,39,2026-04-16
299,hqasa01.example.net,asset-92306,10.170.37.235,HQASA01,Cisco IOS OS,CVE-2023-20032,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6731,Cisco IOS XE Software SNMP Denial of Service,Upgrade to the latest firmware version.,7.510231737551813,2025-02-06,Disable affected service if not required.,2025-06-21,Mitigation,2025-12-05,vuln-723945,2026-01-31,22,UDP,,High,ACTIVE,144,2026-04-13
66,hqasa01.example.net,asset-92306,10.172.180.213,HQASA01,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9624,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,9.393452965066022,2025-06-05,Disable affected service if not required.,2025-04-22,Mitigation,2025-10-07,vuln-119116,2026-02-03,80,TCP,,Critical,ACTIVE,55,2026-04-16
99,hqasa01.example.net,asset-92306,10.58.36.40,HQASA01,Cisco IOS OS,CVE-2020-3452,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2264,Cisco ASA and FTD Software Path Traversal,Upgrade to the latest firmware version.,7.295792101654622,2025-11-17,Disable affected service if not required.,2025-04-23,Mitigation,2025-08-22,vuln-975686,2026-01-31,8443,TCP,,High,ACTIVE,170,2026-04-16
306,hqasa01.example.net,asset-92306,10.97.40.42,HQASA01,Cisco IOS OS,CVE-2023-20273,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3962,Cisco IOS XE Software Web UI Command Injection,Upgrade to the latest firmware version.,7.531345056689125,2025-02-22,Disable affected service if not required.,2025-10-15,Mitigation,2025-09-17,vuln-145814,2026-02-02,80,ICMP,,High,ACTIVE,61,2026-04-09
230,hqasa01.example.net,asset-92306,10.60.137.62,HQASA01,Cisco IOS OS,CVE-2024-20359,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6070,Cisco ASA and FTD Software Arbitrary File Read,Upgrade to the latest firmware version.,6.465596637194037,2025-05-12,Disable affected service if not required.,2025-09-30,Mitigation,2025-10-05,vuln-811256,2026-02-01,443,UDP,,Medium,ACTIVE,73,2026-03-19
365,hqasa02.example.net,asset-60052,10.217.133.218,HQASA02,Cisco IOS OS,CVE-2020-3452,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3042,Cisco ASA and FTD Software Path Traversal,Upgrade to the latest firmware version.,7.285063014059329,2025-10-17,Disable affected service if not required.,2025-08-21,Mitigation,2025-09-14,vuln-638289,2026-02-04,443,TCP,,High,ACTIVE,57,2026-03-16
179,hqasa02.example.net,asset-60052,10.239.7.107,HQASA02,Cisco IOS OS,CVE-2021-1497,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1872,Cisco HyperFlex HX Command Injection,Upgrade to the latest firmware version.,9.696453965470248,2025-06-30,Disable affected service if not required.,2025-09-09,Mitigation,2025-10-01,vuln-185569,2026-02-03,23,TCP,,Critical,ACTIVE,82,2026-03-09
333,hqasa02.example.net,asset-60052,10.86.203.38,HQASA02,Cisco IOS OS,CVE-2024-20353,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3254,Cisco ASA and FTD Software Web Services DoS,Upgrade to the latest firmware version.,8.138303191117043,2025-05-11,Disable affected service if not required.,2025-10-28,Mitigation,2025-09-09,vuln-570392,2026-02-01,22,TCP,,High,ACTIVE,5,2026-04-21
77,hqasa02.example.net,asset-60052,10.141.241.187,HQASA02,Cisco IOS OS,CVE-2024-20359,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9647,Cisco ASA and FTD Software Arbitrary File Read,Upgrade to the latest firmware version.,5.92325475894799,2025-08-13,Disable affected service if not required.,2025-09-08,Mitigation,2025-10-22,vuln-227767,2026-02-05,23,UDP,,Medium,ACTIVE,164,2026-03-18
33,hqasa02.example.net,asset-60052,10.29.215.232,HQASA02,Cisco IOS OS,CVE-2019-1653,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9189,Cisco Small Business Routers Information Disclosure,Upgrade to the latest firmware version.,7.596739042818947,2025-12-30,Disable affected service if not required.,2025-04-19,Mitigation,2025-08-13,vuln-353690,2026-01-31,23,UDP,,High,ACTIVE,110,2026-05-07
124,hqasa02.example.net,asset-60052,10.147.107.48,HQASA02,Cisco IOS OS,CVE-2022-20968,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2402,Cisco IP Phone Buffer Overflow,Upgrade to the latest firmware version.,5.523484557678211,2025-07-07,Disable affected service if not required.,2025-12-04,Mitigation,2025-08-26,vuln-670511,2026-02-01,8443,ICMP,,Medium,ACTIVE,6,2026-04-13
23,hqasa02.example.net,asset-60052,10.163.100.252,HQASA02,Cisco IOS OS,CVE-2023-20269,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7116,Cisco ASA and FTD Software Remote Access VPN,Upgrade to the latest firmware version.,7.253650261069213,2025-12-30,Disable affected service if not required.,2025-07-09,Mitigation,2025-12-21,vuln-461551,2026-02-04,0,ICMP,,High,ACTIVE,161,2026-05-01
69,hqasa02.example.net,asset-60052,10.12.91.140,HQASA02,Cisco IOS OS,CVE-2023-20198,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6546,Cisco IOS XE Software Web UI Privilege Escalation,Upgrade to the latest firmware version.,10.313508865556088,2025-10-10,Disable affected service if not required.,2025-05-15,Mitigation,2025-09-07,vuln-762423,2026-02-04,23,TCP,,Critical,ACTIVE,118,2026-05-05
104,hqasa02.example.net,asset-60052,10.12.203.52,HQASA02,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1686,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,9.615595820049727,2025-08-02,Disable affected service if not required.,2025-04-19,Mitigation,2025-09-28,vuln-955015,2026-02-01,443,UDP,,Critical,ACTIVE,10,2026-03-20
147,hqasa02.example.net,asset-60052,10.92.221.200,HQASA02,Cisco IOS OS,CVE-2023-20032,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1783,Cisco IOS XE Software SNMP Denial of Service,Upgrade to the latest firmware version.,8.065798277078057,2025-07-22,Disable affected service if not required.,2025-08-21,Mitigation,2025-12-07,vuln-938171,2026-02-03,443,UDP,,High,ACTIVE,113,2026-03-11
174,hqasa02.example.net,asset-60052,10.250.48.128,HQASA02,Cisco IOS OS,CVE-2018-0171,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9151,Cisco IOS and IOS XE Software Smart Install,Upgrade to the latest firmware version.,9.667346926959683,2025-04-17,Disable affected service if not required.,2025-08-24,Mitigation,2025-12-17,vuln-862400,2026-02-02,22,UDP,,Critical,ACTIVE,155,2026-03-16
354,remotesw01.example.net,asset-33652,10.114.90.115,REMOTESW01,Cisco IOS OS,CVE-2023-20269,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1693,Cisco ASA and FTD Software Remote Access VPN,Upgrade to the latest firmware version.,7.726814395711103,2025-07-11,Disable affected service if not required.,2025-05-30,Mitigation,2025-10-29,vuln-770532,2026-01-30,22,TCP,,High,ACTIVE,172,2026-03-28
187,remotesw01.example.net,asset-33652,10.132.206.192,REMOTESW01,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3621,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,10.252789396279608,2025-10-26,Disable affected service if not required.,2025-05-28,Mitigation,2025-12-30,vuln-232361,2026-02-05,23,ICMP,,Critical,ACTIVE,94,2026-04-14
291,remotesw01.example.net,asset-33652,10.9.155.40,REMOTESW01,Cisco IOS OS,CVE-2023-20273,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8371,Cisco IOS XE Software Web UI Command Injection,Upgrade to the latest firmware version.,7.648823529265557,2025-07-01,Disable affected service if not required.,2025-05-25,Mitigation,2025-12-19,vuln-701800,2026-02-04,8443,UDP,,High,ACTIVE,102,2026-04-17
128,remotesw01.example.net,asset-33652,10.246.30.7,REMOTESW01,Cisco IOS OS,CVE-2022-20968,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4048,Cisco IP Phone Buffer Overflow,Upgrade to the latest firmware version.,5.499043960256467,2025-06-23,Disable affected service if not required.,2025-11-08,Mitigation,2025-11-01,vuln-912609,2026-02-03,0,UDP,,Medium,ACTIVE,55,2026-03-29
356,remotesw01.example.net,asset-33652,10.235.126.52,REMOTESW01,Cisco IOS OS,CVE-2021-1473,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3009,Cisco Small Business Router Management Interface,Upgrade to the latest firmware version.,3.935728417730527,2025-12-01,Disable affected service if not required.,2025-05-21,Mitigation,2025-11-24,vuln-848022,2026-02-02,22,ICMP,,Low,ACTIVE,82,2026-03-26
364,remotesw01.example.net,asset-33652,10.17.141.139,REMOTESW01,Cisco IOS OS,CVE-2020-3566,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5757,Cisco IOS XR Software DVMRP Memory Exhaustion,Upgrade to the latest firmware version.,7.191331682353889,2025-10-19,Disable affected service if not required.,2025-10-10,Mitigation,2025-10-07,vuln-633469,2026-02-04,22,TCP,,Medium,ACTIVE,36,2026-04-22
14,remotesw01.example.net,asset-33652,10.93.142.147,REMOTESW01,Cisco IOS OS,CVE-2019-1653,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7044,Cisco Small Business Routers Information Disclosure,Upgrade to the latest firmware version.,7.467405839291675,2025-03-31,Disable affected service if not required.,2025-11-02,Mitigation,2025-12-16,vuln-168941,2026-02-03,443,ICMP,,High,ACTIVE,123,2026-04-04
210,remotesw01.example.net,asset-33652,10.211.148.19,REMOTESW01,Cisco IOS OS,CVE-2021-34527,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3053,Cisco IOS XE Software Buffer Overflow,Upgrade to the latest firmware version.,8.272379731513766,2025-02-13,Disable affected service if not required.,2025-12-01,Mitigation,2025-09-14,vuln-588461,2026-01-31,8443,UDP,,High,ACTIVE,33,2026-03-12
67,remotesw01.example.net,asset-33652,10.111.129.234,REMOTESW01,Cisco IOS OS,CVE-2020-3452,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1907,Cisco ASA and FTD Software Path Traversal,Upgrade to the latest firmware version.,7.8313908064675415,2025-04-17,Disable affected service if not required.,2025-10-21,Mitigation,2025-10-22,vuln-272655,2026-02-04,80,ICMP,,High,ACTIVE,58,2026-04-15
41,remotesw01.example.net,asset-33652,10.65.51.163,REMOTESW01,Cisco IOS OS,CVE-2018-0171,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5496,Cisco IOS and IOS XE Software Smart Install,Upgrade to the latest firmware version.,9.425170295126904,2025-08-05,Disable affected service if not required.,2025-11-21,Mitigation,2025-09-01,vuln-772124,2026-02-04,8443,ICMP,,Critical,ACTIVE,40,2026-04-27
